# CHAOS-8.1 ionospheric field model
# Extracted on 2024-10-21 10:26:57.470206
#
# NOTE: The format of this file is identical to the AMPS model
# coefficient file, which includes both toroidal and poloidal fields.
# Since the toroidal part is not co-estimated in CHAOS-8, the
# corresponding coefficients are set to zero.
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
#
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
40 3 0.0000000 0.0000000 -0.0071533 -0.0018820 0.0000000 0.0000000 -0.0039519  0.0080662 0.0000000 0.0000000  0.0124588  0.0222887 0.0000000 0.0000000  0.0197670  0.0424772 0.0000000 0.0000000  0.0022713  0.0013103 0.0000000 0.0000000  0.0015691  0.0098718 0.0000000 0.0000000  0.0011770 -0.0015132 0.0000000 0.0000000  0.0008528  0.0001834 0.0000000 0.0000000 -0.0008251  0.0021150 0.0000000 0.0000000 -0.0002409  0.0002289 0.0000000 0.0000000 -0.0008778 -0.0002714 0.0000000 0.0000000  0.0005456 -0.0007654 0.0000000 0.0000000 -0.0015454 -0.0016884 0.0000000 0.0000000 -0.0001980 -0.0010759 0.0000000 0.0000000  0.0045248  0.0128195 0.0000000 0.0000000 -0.0002362  0.0001679 0.0000000 0.0000000 -0.0003931  0.0001606 0.0000000 0.0000000  0.0002131 -0.0002060 0.0000000 0.0000000 -0.0003131 -0.0000080
41 0 0.0000000       NaN  0.0127684        NaN 0.0000000       NaN -0.0056411        NaN 0.0000000       NaN  0.0258085        NaN 0.0000000       NaN  0.0037561        NaN 0.0000000       NaN -0.0016859        NaN 0.0000000       NaN  0.0004463        NaN 0.0000000       NaN -0.0010858        NaN 0.0000000       NaN -0.0021902        NaN 0.0000000       NaN  0.0009811        NaN 0.0000000       NaN  0.0005254        NaN 0.0000000       NaN  0.0004634        NaN 0.0000000       NaN  0.0003288        NaN 0.0000000       NaN  0.0075978        NaN 0.0000000       NaN -0.0006004        NaN 0.0000000       NaN -0.0059934        NaN 0.0000000       NaN -0.0003363        NaN 0.0000000       NaN -0.0007471        NaN 0.0000000       NaN  0.0003377        NaN 0.0000000       NaN  0.0004750        NaN
41 1 0.0000000 0.0000000 -0.0117559 -0.0129764 0.0000000 0.0000000 -0.0143135 -0.0177646 0.0000000 0.0000000  0.0223674  0.0218720 0.0000000 0.0000000  0.0023209  0.0098475 0.0000000 0.0000000  0.0237170  0.0009047 0.0000000 0.0000000 -0.0051710 -0.0008046 0.0000000 0.0000000 -0.0000582 -0.0017773 0.0000000 0.0000000  0.0007596 -0.0003475 0.0000000 0.0000000 -0.0007033  0.0010801 0.0000000 0.0000000 -0.0005155 -0.0001604 0.0000000 0.0000000 -0.0000874  0.0001614 0.0000000 0.0000000  0.0002136  0.0001658 0.0000000 0.0000000  0.0039228 -0.0032523 0.0000000 0.0000000  0.0178737  0.0035858 0.0000000 0.0000000 -0.0066287  0.0018821 0.0000000 0.0000000  0.0004020 -0.0002082 0.0000000 0.0000000 -0.0003227 -0.0000037 0.0000000 0.0000000 -0.0004418 -0.0002743 0.0000000 0.0000000  0.0000732 -0.0000242
41 2 0.0000000 0.0000000 -0.0273387 -0.1037388 0.0000000 0.0000000  0.0170448  0.0248861 0.0000000 0.0000000 -0.0128041  0.0150962 0.0000000 0.0000000  0.0119560  0.0567288 0.0000000 0.0000000 -0.0086207 -0.0063495 0.0000000 0.0000000  0.0070861  0.0122005 0.0000000 0.0000000  0.0011562 -0.0003370 0.0000000 0.0000000  0.0010711 -0.0004243 0.0000000 0.0000000 -0.0006723  0.0002422 0.0000000 0.0000000 -0.0002833  0.0001989 0.0000000 0.0000000  0.0001561 -0.0002303 0.0000000 0.0000000  0.0000478  0.0003378 0.0000000 0.0000000 -0.0031240  0.0157614 0.0000000 0.0000000  0.0000244 -0.0016217 0.0000000 0.0000000  0.0088367  0.0076102 0.0000000 0.0000000 -0.0001804 -0.0001583 0.0000000 0.0000000  0.0005071 -0.0000266 0.0000000 0.0000000  0.0002214  0.0000632 0.0000000 0.0000000 -0.0004450  0.0001782
41 3 0.0000000 0.0000000 -0.0043911 -0.0015919 0.0000000 0.0000000  0.0140961 -0.0037558 0.0000000 0.0000000  0.0058137  0.0116180 0.0000000 0.0000000  0.0011114 -0.0005093 0.0000000 0.0000000 -0.0143518  0.0037989 0.0000000 0.0000000 -0.0003546 -0.0097308 0.0000000 0.0000000 -0.0000564  0.0004575 0.0000000 0.0000000 -0.0001263 -0.0004684 0.0000000 0.0000000  0.0004547 -0.0004491 0.0000000 0.0000000  0.0000147  0.0002868 0.0000000 0.0000000  0.0000320  0.0002331 0.0000000 0.0000000 -0.0003664 -0.0000833 0.0000000 0.0000000 -0.0059546  0.0035962 0.0000000 0.0000000 -0.0073649  0.0005862 0.0000000 0.0000000  0.0061832 -0.0027817 0.0000000 0.0000000  0.0002996 -0.0000748 0.0000000 0.0000000  0.0000275  0.0001089 0.0000000 0.0000000 -0.0002641  0.0005922 0.0000000 0.0000000  0.0000369 -0.0000361
42 0 0.0000000       NaN  0.0128854        NaN 0.0000000       NaN -0.0280191        NaN 0.0000000       NaN -0.0008718        NaN 0.0000000       NaN  0.0012149        NaN 0.0000000       NaN  0.0057542        NaN 0.0000000       NaN  0.0001719        NaN 0.0000000       NaN -0.0014054        NaN 0.0000000       NaN -0.0003030        NaN 0.0000000       NaN  0.0000511        NaN 0.0000000       NaN  0.0002462        NaN 0.0000000       NaN -0.0000655        NaN 0.0000000       NaN  0.0002849        NaN 0.0000000       NaN  0.0015360        NaN 0.0000000       NaN -0.0076163        NaN 0.0000000       NaN -0.0011708        NaN 0.0000000       NaN  0.0000356        NaN 0.0000000       NaN -0.0001170        NaN 0.0000000       NaN  0.0001798        NaN 0.0000000       NaN -0.0000768        NaN
42 1 0.0000000 0.0000000  0.0044134 -0.0498837 0.0000000 0.0000000  0.0056832  0.0002543 0.0000000 0.0000000 -0.0398192  0.0018254 0.0000000 0.0000000 -0.0105028 -0.0043900 0.0000000 0.0000000  0.0024975  0.0004513 0.0000000 0.0000000  0.0088049  0.0056640 0.0000000 0.0000000  0.0011048 -0.0003138 0.0000000 0.0000000 -0.0012306 -0.0003041 0.0000000 0.0000000 -0.0001303  0.0003429 0.0000000 0.0000000 -0.0002365 -0.0000153 0.0000000 0.0000000  0.0011613 -0.0000422 0.0000000 0.0000000  0.0001658  0.0000898 0.0000000 0.0000000  0.0026586 -0.0012897 0.0000000 0.0000000 -0.0041336 -0.0009512 0.0000000 0.0000000 -0.0023350 -0.0038939 0.0000000 0.0000000 -0.0001185  0.0001368 0.0000000 0.0000000  0.0006136 -0.0000435 0.0000000 0.0000000 -0.0000281 -0.0001980 0.0000000 0.0000000 -0.0006291  0.0001693
42 2 0.0000000 0.0000000  0.0164338 -0.0021637 0.0000000 0.0000000  0.0134854 -0.0133839 0.0000000 0.0000000 -0.0061006  0.0020623 0.0000000 0.0000000 -0.0013505  0.0018879 0.0000000 0.0000000  0.0046880  0.0020418 0.0000000 0.0000000  0.0042616  0.0020896 0.0000000 0.0000000 -0.0003209 -0.0030102 0.0000000 0.0000000 -0.0001710  0.0000741 0.0000000 0.0000000  0.0009848 -0.0000626 0.0000000 0.0000000 -0.0005803  0.0006067 0.0000000 0.0000000  0.0000897 -0.0000506 0.0000000 0.0000000 -0.0005796  0.0002183 0.0000000 0.0000000 -0.0051838 -0.0012432 0.0000000 0.0000000  0.0043021  0.0032507 0.0000000 0.0000000  0.0049458  0.0004423 0.0000000 0.0000000  0.0004995  0.0002440 0.0000000 0.0000000  0.0001712 -0.0000554 0.0000000 0.0000000 -0.0007127  0.0002422 0.0000000 0.0000000 -0.0001133  0.0000259
42 3 0.0000000 0.0000000  0.0449573  0.0409184 0.0000000 0.0000000 -0.0082560  0.0029319 0.0000000 0.0000000 -0.0001196  0.0192999 0.0000000 0.0000000  0.0102110  0.0300496 0.0000000 0.0000000  0.0047408  0.0004113 0.0000000 0.0000000 -0.0007005  0.0077040 0.0000000 0.0000000 -0.0005962 -0.0016932 0.0000000 0.0000000  0.0005229 -0.0006065 0.0000000 0.0000000 -0.0000024  0.0019337 0.0000000 0.0000000  0.0000246  0.0002892 0.0000000 0.0000000 -0.0006396  0.0001349 0.0000000 0.0000000  0.0002583 -0.0007644 0.0000000 0.0000000 -0.0011725 -0.0022188 0.0000000 0.0000000  0.0011636  0.0013781 0.0000000 0.0000000  0.0028607  0.0071403 0.0000000 0.0000000 -0.0000703  0.0002557 0.0000000 0.0000000 -0.0003801  0.0002033 0.0000000 0.0000000  0.0000503 -0.0002652 0.0000000 0.0000000 -0.0001954 -0.0003389
43 0 0.0000000       NaN  0.0902211        NaN 0.0000000       NaN -0.0041319        NaN 0.0000000       NaN  0.0005841        NaN 0.0000000       NaN  0.0026714        NaN 0.0000000       NaN -0.0005844        NaN 0.0000000       NaN  0.0080562        NaN 0.0000000       NaN  0.0002457        NaN 0.0000000       NaN -0.0015377        NaN 0.0000000       NaN -0.0006512        NaN 0.0000000       NaN  0.0000251        NaN 0.0000000       NaN  0.0002803        NaN 0.0000000       NaN  0.0004468        NaN 0.0000000       NaN -0.0015676        NaN 0.0000000       NaN -0.0010802        NaN 0.0000000       NaN  0.0041234        NaN 0.0000000       NaN  0.0000145        NaN 0.0000000       NaN -0.0003864        NaN 0.0000000       NaN  0.0000882        NaN 0.0000000       NaN -0.0007357        NaN
43 1 0.0000000 0.0000000  0.0056419 -0.0073495 0.0000000 0.0000000  0.0035290 -0.0154840 0.0000000 0.0000000  0.0092704  0.0177057 0.0000000 0.0000000 -0.0013486  0.0048054 0.0000000 0.0000000  0.0185357  0.0023739 0.0000000 0.0000000 -0.0035531  0.0016633 0.0000000 0.0000000 -0.0003553 -0.0023312 0.0000000 0.0000000  0.0002589 -0.0005488 0.0000000 0.0000000 -0.0003889  0.0014823 0.0000000 0.0000000 -0.0007104 -0.0000193 0.0000000 0.0000000 -0.0000035  0.0000245 0.0000000 0.0000000 -0.0000932 -0.0001423 0.0000000 0.0000000  0.0019326  0.0001448 0.0000000 0.0000000  0.0107427  0.0038545 0.0000000 0.0000000 -0.0036472 -0.0018429 0.0000000 0.0000000  0.0003113 -0.0001374 0.0000000 0.0000000 -0.0000946  0.0001425 0.0000000 0.0000000 -0.0004579 -0.0002316 0.0000000 0.0000000 -0.0001590 -0.0000796
43 2 0.0000000 0.0000000  0.0386731 -0.0561123 0.0000000 0.0000000  0.0210124  0.0115220 0.0000000 0.0000000  0.0072496 -0.0004195 0.0000000 0.0000000  0.0047325  0.0394364 0.0000000 0.0000000 -0.0086042 -0.0031295 0.0000000 0.0000000 -0.0022560  0.0062605 0.0000000 0.0000000 -0.0004585 -0.0003980 0.0000000 0.0000000  0.0005454 -0.0010397 0.0000000 0.0000000 -0.0000124  0.0002206 0.0000000 0.0000000 -0.0000549  0.0002446 0.0000000 0.0000000  0.0000007  0.0002235 0.0000000 0.0000000  0.0000608 -0.0000200 0.0000000 0.0000000  0.0000914  0.0107574 0.0000000 0.0000000 -0.0002936 -0.0001648 0.0000000 0.0000000  0.0013567  0.0087230 0.0000000 0.0000000 -0.0002310 -0.0000892 0.0000000 0.0000000  0.0003703  0.0001029 0.0000000 0.0000000  0.0002426  0.0000863 0.0000000 0.0000000  0.0001028  0.0000685
43 3 0.0000000 0.0000000 -0.0017092 -0.0178109 0.0000000 0.0000000  0.0104646  0.0051908 0.0000000 0.0000000 -0.0036985  0.0129552 0.0000000 0.0000000 -0.0034979  0.0021054 0.0000000 0.0000000 -0.0131427 -0.0004829 0.0000000 0.0000000 -0.0027074 -0.0125581 0.0000000 0.0000000  0.0002175  0.0012331 0.0000000 0.0000000 -0.0003852  0.0000080 0.0000000 0.0000000  0.0002835 -0.0006411 0.0000000 0.0000000  0.0001472  0.0003023 0.0000000 0.0000000  0.0002488  0.0001338 0.0000000 0.0000000 -0.0002615  0.0003357 0.0000000 0.0000000 -0.0012987  0.0058152 0.0000000 0.0000000 -0.0058811 -0.0020738 0.0000000 0.0000000  0.0022721 -0.0039341 0.0000000 0.0000000  0.0000805 -0.0001391 0.0000000 0.0000000  0.0000023 -0.0000067 0.0000000 0.0000000 -0.0000359  0.0004909 0.0000000 0.0000000  0.0001241  0.0000328
44 0 0.0000000       NaN  0.0358609        NaN 0.0000000       NaN -0.0105630        NaN 0.0000000       NaN -0.0093024        NaN 0.0000000       NaN -0.0030387        NaN 0.0000000       NaN  0.0083544        NaN 0.0000000       NaN  0.0032170        NaN 0.0000000       NaN -0.0013140        NaN 0.0000000       NaN -0.0007474        NaN 0.0000000       NaN  0.0008547        NaN 0.0000000       NaN  0.0002412        NaN 0.0000000       NaN  0.0000466        NaN 0.0000000       NaN  0.0000536        NaN 0.0000000       NaN  0.0021541        NaN 0.0000000       NaN -0.0071650        NaN 0.0000000       NaN -0.0014116        NaN 0.0000000       NaN -0.0002532        NaN 0.0000000       NaN  0.0000872        NaN 0.0000000       NaN  0.0002440        NaN 0.0000000       NaN -0.0001809        NaN
44 1 0.0000000 0.0000000  0.0380462 -0.0914906 0.0000000 0.0000000  0.0083613 -0.0134112 0.0000000 0.0000000 -0.0068625  0.0156273 0.0000000 0.0000000 -0.0066401  0.0014374 0.0000000 0.0000000 -0.0012563  0.0036579 0.0000000 0.0000000 -0.0007629  0.0014868 0.0000000 0.0000000  0.0000543 -0.0009472 0.0000000 0.0000000 -0.0005895 -0.0006722 0.0000000 0.0000000 -0.0001765  0.0008535 0.0000000 0.0000000 -0.0001752  0.0002546 0.0000000 0.0000000  0.0007337  0.0001911 0.0000000 0.0000000  0.0002421 -0.0000192 0.0000000 0.0000000  0.0050714  0.0028800 0.0000000 0.0000000 -0.0019553  0.0016914 0.0000000 0.0000000 -0.0065524 -0.0042561 0.0000000 0.0000000 -0.0002667  0.0001593 0.0000000 0.0000000  0.0003504 -0.0000075 0.0000000 0.0000000  0.0001042 -0.0002166 0.0000000 0.0000000  0.0005840  0.0004841
44 2 0.0000000 0.0000000 -0.0032780 -0.0125213 0.0000000 0.0000000  0.0136181 -0.0133040 0.0000000 0.0000000 -0.0011917  0.0000926 0.0000000 0.0000000  0.0003067  0.0059535 0.0000000 0.0000000 -0.0041156  0.0020605 0.0000000 0.0000000  0.0019456  0.0052105 0.0000000 0.0000000  0.0002946 -0.0014651 0.0000000 0.0000000  0.0007211  0.0003361 0.0000000 0.0000000 -0.0004564 -0.0003729 0.0000000 0.0000000 -0.0005174  0.0004165 0.0000000 0.0000000 -0.0001025  0.0000356 0.0000000 0.0000000 -0.0001022  0.0002328 0.0000000 0.0000000 -0.0010040 -0.0005563 0.0000000 0.0000000  0.0042343  0.0029284 0.0000000 0.0000000  0.0014911  0.0016227 0.0000000 0.0000000  0.0002886  0.0003082 0.0000000 0.0000000 -0.0001100 -0.0001138 0.0000000 0.0000000 -0.0002671  0.0001055 0.0000000 0.0000000  0.0000557  0.0000783
44 3 0.0000000 0.0000000  0.0227071  0.0980849 0.0000000 0.0000000 -0.0130292  0.0189930 0.0000000 0.0000000 -0.0067022 -0.0123079 0.0000000 0.0000000  0.0031434  0.0071654 0.0000000 0.0000000  0.0033647 -0.0026614 0.0000000 0.0000000 -0.0005375  0.0051408 0.0000000 0.0000000  0.0007275 -0.0004974 0.0000000 0.0000000  0.0005384 -0.0003501 0.0000000 0.0000000 -0.0007268  0.0004181 0.0000000 0.0000000 -0.0001781 -0.0000677 0.0000000 0.0000000 -0.0004013 -0.0000017 0.0000000 0.0000000  0.0002108 -0.0001273 0.0000000 0.0000000 -0.0018561 -0.0051238 0.0000000 0.0000000  0.0024913 -0.0014937 0.0000000 0.0000000  0.0015194  0.0045075 0.0000000 0.0000000 -0.0000516  0.0000211 0.0000000 0.0000000 -0.0003573  0.0001626 0.0000000 0.0000000  0.0001549 -0.0000524 0.0000000 0.0000000 -0.0003162 -0.0002999
45 0 0.0000000       NaN  0.3299571        NaN 0.0000000       NaN -0.0000726        NaN 0.0000000       NaN  0.0254379        NaN 0.0000000       NaN  0.0015842        NaN 0.0000000       NaN -0.0032431        NaN 0.0000000       NaN -0.0038681        NaN 0.0000000       NaN  0.0004033        NaN 0.0000000       NaN -0.0002380        NaN 0.0000000       NaN -0.0010763        NaN 0.0000000       NaN -0.0000462        NaN 0.0000000       NaN  0.0002328        NaN 0.0000000       NaN  0.0005615        NaN 0.0000000       NaN  0.0015630        NaN 0.0000000       NaN  0.0003426        NaN 0.0000000       NaN -0.0024946        NaN 0.0000000       NaN -0.0002399        NaN 0.0000000       NaN -0.0003613        NaN 0.0000000       NaN  0.0002941        NaN 0.0000000       NaN -0.0001862        NaN
45 1 0.0000000 0.0000000  0.0030887 -0.0072459 0.0000000 0.0000000  0.0020672 -0.0169934 0.0000000 0.0000000  0.0081325  0.0087200 0.0000000 0.0000000 -0.0026535  0.0056832 0.0000000 0.0000000  0.0048898  0.0019530 0.0000000 0.0000000 -0.0072671  0.0000534 0.0000000 0.0000000  0.0003857 -0.0019290 0.0000000 0.0000000  0.0012288 -0.0003234 0.0000000 0.0000000 -0.0012376  0.0008966 0.0000000 0.0000000 -0.0004483  0.0002237 0.0000000 0.0000000 -0.0002977  0.0001120 0.0000000 0.0000000  0.0000514 -0.0000947 0.0000000 0.0000000  0.0030560  0.0007478 0.0000000 0.0000000  0.0125279  0.0038446 0.0000000 0.0000000 -0.0048637 -0.0004145 0.0000000 0.0000000  0.0001963  0.0001260 0.0000000 0.0000000 -0.0002745  0.0001368 0.0000000 0.0000000 -0.0001274 -0.0002459 0.0000000 0.0000000 -0.0000104 -0.0000546
45 2 0.0000000 0.0000000 -0.0069956  0.0519346 0.0000000 0.0000000 -0.0019782  0.0141652 0.0000000 0.0000000  0.0006608 -0.0259794 0.0000000 0.0000000  0.0040703  0.0132943 0.0000000 0.0000000 -0.0018655 -0.0049876 0.0000000 0.0000000 -0.0009893  0.0044517 0.0000000 0.0000000  0.0003091 -0.0005781 0.0000000 0.0000000  0.0005340 -0.0004545 0.0000000 0.0000000  0.0004259  0.0003052 0.0000000 0.0000000 -0.0000289  0.0002023 0.0000000 0.0000000 -0.0001213  0.0000540 0.0000000 0.0000000  0.0000953  0.0001744 0.0000000 0.0000000  0.0008703  0.0056835 0.0000000 0.0000000  0.0010401 -0.0008350 0.0000000 0.0000000  0.0007508  0.0056242 0.0000000 0.0000000 -0.0000375  0.0000356 0.0000000 0.0000000  0.0001405  0.0000453 0.0000000 0.0000000 -0.0000149 -0.0000410 0.0000000 0.0000000 -0.0003790 -0.0002109
45 3 0.0000000 0.0000000  0.0098361  0.0098051 0.0000000 0.0000000 -0.0055146  0.0007311 0.0000000 0.0000000 -0.0092961 -0.0025250 0.0000000 0.0000000 -0.0049423 -0.0047963 0.0000000 0.0000000 -0.0050955  0.0004314 0.0000000 0.0000000 -0.0022598 -0.0075652 0.0000000 0.0000000  0.0001000  0.0011694 0.0000000 0.0000000 -0.0003094 -0.0000571 0.0000000 0.0000000  0.0007844 -0.0000190 0.0000000 0.0000000  0.0000216  0.0002734 0.0000000 0.0000000  0.0001484  0.0000352 0.0000000 0.0000000 -0.0001365  0.0002218 0.0000000 0.0000000  0.0007409  0.0012115 0.0000000 0.0000000 -0.0035610 -0.0014795 0.0000000 0.0000000  0.0006013 -0.0009438 0.0000000 0.0000000  0.0000841 -0.0004197 0.0000000 0.0000000  0.0000867  0.0000483 0.0000000 0.0000000 -0.0001828  0.0005133 0.0000000 0.0000000 -0.0000244 -0.0000410
46 0 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN
46 1 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
46 2 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
46 3 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
47 0 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN 0.0000000       NaN        NaN        NaN
47 1 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
47 2 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
47 3 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN 0.0000000 0.0000000        NaN        NaN
